Job Title,Company,Industry,Location,Experience Required,Skills Required,Job Link
Software Engineer Returnship,Uber,Product Management,"Chicago, USA",5+ years,"Figma, Adobe XD, UX Research",https://careers.airbnb.com/frontend-developer-returnship
Product Manager Returnship,Airbnb,Cybersecurity,Remote,1+ years,"Java, Spring Boot, PostgreSQL",https://careers.tesla.com/ai/ml-engineer-returnship
Data Analyst Returnship,Netflix,Tech,"Chicago, USA",2+ years,"Network Security, SIEM, Python",https://careers.microsoft.com/cloud-engineer-returnship
Frontend Developer Returnship,Salesforce,DevOps,"Seattle, USA",1+ years,"Figma, Adobe XD, UX Research",https://careers.amazon.com/software-engineer-returnship
AI/ML Engineer Returnship,Uber,Software Development,"San Diego, USA",2+ years,"Network Security, SIEM, Python",https://careers.ibm.com/data-analyst-returnship
Frontend Developer Returnship,Amazon,AI/ML,"Boston, USA",1+ years,"CI/CD, Kubernetes, Jenkins",https://careers.google.com/cybersecurity-analyst-returnship
Data Analyst Returnship,Airbnb,DevOps,Remote,5+ years,"AWS, Docker, Kubernetes",https://careers.google.com/cybersecurity-analyst-returnship
Backend Developer Returnship,Microsoft,Cloud Computing,"San Francisco, USA",2+ years,"Product Strategy, Agile, UX Research",https://careers.salesforce.com/cloud-engineer-returnship
DevOps Engineer Returnship,Microsoft,Cloud Computing,"Austin, USA",3+ years,"Java, Spring Boot, PostgreSQL",https://careers.ibm.com/backend-developer-returnship
Software Engineer Returnship,Meta,Tech,"New York, USA",5+ years,"SQL, Excel, Tableau",https://careers.uber.com/cybersecurity-analyst-returnship
DevOps Engineer Returnship,Tesla,AI/ML,"Boston, USA",3+ years,"React, HTML, CSS, JavaScript",https://careers.microsoft.com/ai/ml-engineer-returnship
Product Manager Returnship,Salesforce,Design,"Chicago, USA",5+ years,"Network Security, SIEM, Python",https://careers.salesforce.com/cloud-engineer-returnship
Backend Developer Returnship,Uber,Cloud Computing,"Seattle, USA",3+ years,"Figma, Adobe XD, UX Research",https://careers.salesforce.com/backend-developer-returnship
Software Engineer Returnship,Tesla,Cybersecurity,"San Diego, USA",5+ years,"Java, Spring Boot, PostgreSQL",https://careers.google.com/data-analyst-returnship
Cybersecurity Analyst Returnship,Tesla,AI/ML,"Boston, USA",1+ years,"Java, Spring Boot, PostgreSQL",https://careers.amazon.com/cloud-engineer-returnship
DevOps Engineer Returnship,Airbnb,Design,"Toronto, Canada",3+ years,"Figma, Adobe XD, UX Research",https://careers.salesforce.com/product-manager-returnship
Frontend Developer Returnship,Microsoft,Tech,"Toronto, Canada",1+ years,"React, HTML, CSS, JavaScript",https://careers.salesforce.com/software-engineer-returnship
UX Designer Returnship,Amazon,Tech,"San Francisco, USA",2+ years,"CI/CD, Kubernetes, Jenkins",https://careers.salesforce.com/ux-designer-returnship
Product Manager Returnship,Netflix,Product Management,"Chicago, USA",1+ years,"Network Security, SIEM, Python",https://careers.ibm.com/cybersecurity-analyst-returnship
Product Manager Returnship,Microsoft,Cloud Computing,"Seattle, USA",3+ years,"AWS, Docker, Kubernetes",https://careers.meta.com/ux-designer-returnship
Software Engineer Returnship,Salesforce,DevOps,"San Diego, USA",5+ years,"SQL, Excel, Tableau",https://careers.tesla.com/software-engineer-returnship
Cybersecurity Analyst Returnship,Salesforce,Cybersecurity,"Toronto, Canada",1+ years,"Figma, Adobe XD, UX Research",https://careers.netflix.com/software-engineer-returnship
AI/ML Engineer Returnship,Uber,Design,"Seattle, USA",5+ years,"Product Strategy, Agile, UX Research",https://careers.microsoft.com/backend-developer-returnship
DevOps Engineer Returnship,Netflix,Cloud Computing,"Boston, USA",2+ years,"SQL, Excel, Tableau",https://careers.tesla.com/product-manager-returnship
Cloud Engineer Returnship,Amazon,AI/ML,"Seattle, USA",2+ years,"Figma, Adobe XD, UX Research",https://careers.airbnb.com/ux-designer-returnship
AI/ML Engineer Returnship,Uber,DevOps,"Seattle, USA",3+ years,"Figma, Adobe XD, UX Research",https://careers.uber.com/ai/ml-engineer-returnship
Product Manager Returnship,Airbnb,Cloud Computing,Remote,5+ years,"Product Strategy, Agile, UX Research",https://careers.google.com/product-manager-returnship
Product Manager Returnship,Amazon,Cloud Computing,"Austin, USA",1+ years,"React, HTML, CSS, JavaScript",https://careers.tesla.com/product-manager-returnship
Data Analyst Returnship,Amazon,Cloud Computing,"Toronto, Canada",1+ years,"CI/CD, Kubernetes, Jenkins",https://careers.uber.com/ux-designer-returnship
Software Engineer Returnship,Tesla,Product Management,"Austin, USA",2+ years,"SQL, Excel, Tableau",https://careers.airbnb.com/product-manager-returnship
UX Designer Returnship,Uber,Product Management,"Boston, USA",5+ years,"Product Strategy, Agile, UX Research",https://careers.ibm.com/software-engineer-returnship
Cybersecurity Analyst Returnship,Google,Software Development,"San Diego, USA",5+ years,"AWS, Docker, Kubernetes",https://careers.uber.com/software-engineer-returnship
Cloud Engineer Returnship,Microsoft,Cybersecurity,"Austin, USA",2+ years,"TensorFlow, PyTorch, Deep Learning",https://careers.tesla.com/ux-designer-returnship
AI/ML Engineer Returnship,Uber,DevOps,"Los Angeles, USA",1+ years,"Java, Spring Boot, PostgreSQL",https://careers.netflix.com/devops-engineer-returnship
DevOps Engineer Returnship,Amazon,Cybersecurity,"Chicago, USA",2+ years,"SQL, Excel, Tableau",https://careers.microsoft.com/ai/ml-engineer-returnship
Software Engineer Returnship,Meta,Cybersecurity,"Boston, USA",5+ years,"Figma, Adobe XD, UX Research",https://careers.tesla.com/product-manager-returnship
DevOps Engineer Returnship,Amazon,Cloud Computing,"San Francisco, USA",1+ years,"SQL, Excel, Tableau",https://careers.microsoft.com/product-manager-returnship
Backend Developer Returnship,Amazon,Tech,"New York, USA",2+ years,"Figma, Adobe XD, UX Research",https://careers.airbnb.com/frontend-developer-returnship
Data Analyst Returnship,Netflix,Cybersecurity,"San Diego, USA",5+ years,"Java, Spring Boot, PostgreSQL",https://careers.salesforce.com/backend-developer-returnship
Cybersecurity Analyst Returnship,IBM,Design,Remote,5+ years,"React, HTML, CSS, JavaScript",https://careers.google.com/cloud-engineer-returnship
Data Analyst Returnship,Netflix,Product Management,"Austin, USA",3+ years,"Product Strategy, Agile, UX Research",https://careers.meta.com/cybersecurity-analyst-returnship
Product Manager Returnship,Uber,AI/ML,Remote,3+ years,"Python, Java, C++",https://careers.salesforce.com/frontend-developer-returnship
Data Analyst Returnship,Meta,Cybersecurity,"Los Angeles, USA",2+ years,"SQL, Excel, Tableau",https://careers.salesforce.com/cybersecurity-analyst-returnship
Cloud Engineer Returnship,Microsoft,DevOps,"Austin, USA",1+ years,"Network Security, SIEM, Python",https://careers.uber.com/cybersecurity-analyst-returnship
Product Manager Returnship,Meta,Design,"New York, USA",1+ years,"AWS, Docker, Kubernetes",https://careers.airbnb.com/frontend-developer-returnship
AI/ML Engineer Returnship,IBM,AI/ML,"New York, USA",3+ years,"Figma, Adobe XD, UX Research",https://careers.airbnb.com/product-manager-returnship
DevOps Engineer Returnship,Uber,Cloud Computing,"Seattle, USA",5+ years,"Python, Java, C++",https://careers.amazon.com/ai/ml-engineer-returnship
AI/ML Engineer Returnship,Meta,Cloud Computing,"Seattle, USA",3+ years,"AWS, Docker, Kubernetes",https://careers.tesla.com/backend-developer-returnship
Backend Developer Returnship,Amazon,Cybersecurity,"Toronto, Canada",2+ years,"AWS, Docker, Kubernetes",https://careers.netflix.com/product-manager-returnship
Product Manager Returnship,Meta,Cloud Computing,Remote,3+ years,"Product Strategy, Agile, UX Research",https://careers.amazon.com/ux-designer-returnship
Product Manager Returnship,Airbnb,DevOps,"San Francisco, USA",1+ years,"CI/CD, Kubernetes, Jenkins",https://careers.ibm.com/ai/ml-engineer-returnship
Cybersecurity Analyst Returnship,Uber,Product Management,"Seattle, USA",2+ years,"TensorFlow, PyTorch, Deep Learning",https://careers.microsoft.com/product-manager-returnship
Product Manager Returnship,Microsoft,DevOps,"San Diego, USA",1+ years,"Java, Spring Boot, PostgreSQL",https://careers.amazon.com/cloud-engineer-returnship
DevOps Engineer Returnship,Uber,Product Management,"Seattle, USA",2+ years,"Figma, Adobe XD, UX Research",https://careers.ibm.com/cloud-engineer-returnship
Cloud Engineer Returnship,Amazon,Cybersecurity,"Seattle, USA",5+ years,"Figma, Adobe XD, UX Research",https://careers.airbnb.com/product-manager-returnship
Backend Developer Returnship,Airbnb,AI/ML,"Boston, USA",3+ years,"Product Strategy, Agile, UX Research",https://careers.microsoft.com/backend-developer-returnship
Cybersecurity Analyst Returnship,Airbnb,Software Development,"Austin, USA",1+ years,"Network Security, SIEM, Python",https://careers.salesforce.com/ai/ml-engineer-returnship
UX Designer Returnship,Amazon,Cloud Computing,Remote,2+ years,"Network Security, SIEM, Python",https://careers.ibm.com/cybersecurity-analyst-returnship
DevOps Engineer Returnship,Amazon,AI/ML,"Boston, USA",3+ years,"React, HTML, CSS, JavaScript",https://careers.uber.com/software-engineer-returnship
Cloud Engineer Returnship,Airbnb,Software Development,"Boston, USA",1+ years,"TensorFlow, PyTorch, Deep Learning",https://careers.google.com/frontend-developer-returnship
Data Analyst Returnship,Airbnb,Tech,Remote,5+ years,"Figma, Adobe XD, UX Research",https://careers.meta.com/frontend-developer-returnship
AI/ML Engineer Returnship,Netflix,Software Development,"New York, USA",2+ years,"TensorFlow, PyTorch, Deep Learning",https://careers.amazon.com/cloud-engineer-returnship
Backend Developer Returnship,Airbnb,AI/ML,"Seattle, USA",1+ years,"Java, Spring Boot, PostgreSQL",https://careers.uber.com/software-engineer-returnship
Frontend Developer Returnship,Google,AI/ML,"San Francisco, USA",1+ years,"React, HTML, CSS, JavaScript",https://careers.microsoft.com/frontend-developer-returnship
DevOps Engineer Returnship,Google,DevOps,"New York, USA",5+ years,"SQL, Excel, Tableau",https://careers.tesla.com/data-analyst-returnship
AI/ML Engineer Returnship,Microsoft,Software Development,"Boston, USA",2+ years,"Figma, Adobe XD, UX Research",https://careers.airbnb.com/cybersecurity-analyst-returnship
Software Engineer Returnship,Google,Tech,"Los Angeles, USA",3+ years,"Python, Java, C++",https://careers.microsoft.com/devops-engineer-returnship
